country_name,country_code,indicator_name,indicator_code,1996,1998,2000,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,-1.84683966636658,-1.83626461029053,-1.91377329826355,-1.4263995885849,-1.54685235023499,-1.42429983615875,-1.46425747871399,-1.44451642036438,-1.59051418304443,-1.63716876506805,-1.51327919960022,-1.62446570396423,-1.5496551990509,-1.41156589984894,-1.43011856079102,-1.33116316795349
Afghanistan,AFG,Control of Corruption: Number of Sources,CC.NO.SRC,1,1,1,1,2,4,4,6,5,6,7,8,8,9,10,10
Afghanistan,AFG,Control of Corruption: Percentile Rank,CC.PER.RNK,0.487804889678955,0.487804889678955,0,0.487804889678955,1.95121955871582,3.90243911743164,1.46341466903687,3.41463422775269,0.970873773097992,0.970873773097992,0.956937789916992,0.952380955219269,1.42180097103119,1.91387557983398,1.91387557983398,6.25
Afghanistan,AFG,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,0,0,0,0,0,0,0,0.485436886548996,0,0,0,0,0,0,0,0.956937789916992
Afghanistan,AFG,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,17.4757289886475,14.0776700973511,7.76699018478394,34.4660186767578,11.1650485992432,13.1067962646484,13.5922327041626,10.6796112060547,8.69565200805664,5.79710149765015,9.5238094329834,5.21327018737793,7.54716968536377,12.8571424484253,11.4285717010498,13.8755979537964
Afghanistan,AFG,Control of Corruption: Standard Error,CC.STD.ERR,0.556919038295746,0.506977021694183,0.504115164279938,0.472666829824448,0.312029987573624,0.239038646221161,0.224947854876518,0.221096351742744,0.252310901880264,0.243894025683403,0.216536611318588,0.209650292992592,0.204862222075462,0.197840303182602,0.169096320867538,0.173091650009155
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-2.25425052642822,-2.24097776412964,-2.32460141181946,-1.63653099536896,-1.17779183387756,-0.883302450180054,-1.22697818279266,-1.48808073997498,-1.40314328670502,-1.47849786281586,-1.49946594238281,-1.46557140350342,-1.45768368244171,-1.39755809307098,-1.42813873291016,-1.34412062168121
Afghanistan,AFG,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1,1,2,2,4,4,6,5,6,7,7,7,8,8,8
Afghanistan,AFG,Government Effectiveness: Percentile Rank,GE.PER.RNK,0,0,0,1.95121955871582,9.26829242706299,17.0731716156006,9.7560977935791,4.3902440071106,5.33980560302734,3.88349509239197,3.82775115966797,4.30622005462646,4.7393364906311,6.69856452941895,6.69856452941895,8.17307662963867
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0,0,0,0,1.45631062984467,7.28155326843262,2.42718458175659,0.485436886548996,0.966183602809906,0.966183602809906,0.476190477609634,0.952380955219269,1.41509437561035,0.952380955219269,0.952380955219269,1.91387557983398
Afghanistan,AFG,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,2.42718458175659,2.91262125968933,2.91262125968933,9.22330093383789,28.6407775878906,36.8932037353516,21.8446598052979,13.5922327041626,16.425121307373,14.4927539825439,10.9523811340332,13.8095235824585,14.1509437561035,15.2380952835083,13.8095235824585,16.7464122772217
Afghanistan,AFG,Government Effectiveness: Standard Error,GE.STD.ERR,0.313604295253754,0.336795598268509,0.370578348636627,0.279937714338303,0.32013413310051,0.241846695542336,0.228327438235283,0.238855794072151,0.293986976146698,0.258618503808975,0.237521588802338,0.23148375749588,0.232905849814415,0.21962434053421,0.209416687488556,0.2313312292099
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.54446744918823,-2.56591248512268,-2.56841588020325,-2.21129369735718,-2.26279711723328,-2.29548144340515,-2.08842182159424,-2.23109436035156,-2.39628744125366,-2.68935298919678,-2.70444989204407,-2.54981923103333,-2.48312520980835,-2.39241695404053,-2.5038115978241,-2.45806694030762
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,2,4,4,4,3,3,4,4,4,5,6,6
